Unnamed: 0,property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
1764,flat,bestech altura,sector 79,1.72,8000.0,3,4,3+,5.0,Relatively New,1695.0,0,1,0,0,0,1,174
1765,flat,signature global solera,sector 107,0.27,5521.0,2,2,2,0.0,Relatively New,543.0,0,0,0,0,0,1,45
1766,flat,dlf park place,sector 54,6.75,24963.0,4,4,2,8.0,Moderately Old,2076.0,0,1,0,0,0,0,135
1767,flat,indiabulls centrum park,sector 103,1.34,7486.0,3,3,3+,13.0,Relatively New,1560.0,1,0,0,0,0,1,93
1768,flat,supertech new soft launch,sector 68,0.84,7119.0,2,2,2,7.0,New Property,1180.0,0,0,0,0,0,1,0
1769,flat,emaar mgf the palm drive,sector 66,3.0,15385.0,3,3,2,12.0,Relatively New,1950.0,0,1,0,0,0,1,96
1770,house,ansal sushant lok plots,sector 43,7.0,25926.0,5,5,3+,3.0,Relatively New,2700.0,1,1,0,1,0,2,41
1771,flat,orchid petals,sector 49,4.79,11629.0,5,5,3+,14.0,Relatively New,3724.0,1,1,0,1,0,1,49
1772,house,ansal api esencia,sector 67,5.46,24170.0,4,5,3+,2.0,Relatively New,2259.0,1,0,1,1,0,2,103
1774,flat,godrej nature plus,sector 33,1.45,15659.0,3,2,3+,20.0,Under Construction,118.0,1,0,0,0,0,1,144
1775,flat,smart world gems,sector 89,0.85,7706.0,2,2,2,2.0,Under Construction,1226.0,1,0,0,0,0,1,45
1776,flat,adani brahma samsara vilasa,sector 63,4.49,14254.0,4,4,3+,3.0,New Property,3150.0,0,0,0,0,0,2,96
1777,house,independent,sector 25,13.5,37313.0,5,6,3+,4.0,Old Property,3618.0,0,0,0,0,1,2,79
1778,flat,la vida by tata housing,sector 113,2.33,12534.0,3,3,3,3.0,New Property,2098.0,0,1,0,0,0,1,174
1779,flat,ireo the grand arch,sector 58,4.0,18484.0,3,4,3,5.0,Old Property,2164.0,0,1,0,0,0,2,49
1780,flat,emaar mgf emerald floors premier,sector 65,2.9,14684.0,4,4,3+,4.0,Relatively New,1975.0,1,1,0,0,0,2,152
1781,house,independent,sector 56,3.25,21495.0,5,6,3+,4.0,Relatively New,1512.0,0,0,0,1,1,2,27
1782,flat,gls arawali homes,sohna road,0.3,5291.0,2,2,2,10.0,Relatively New,516.0,0,0,0,0,0,1,42
1783,flat,suncity avenue,sector 102,0.47,8935.0,2,2,1,5.0,Relatively New,582.0,0,0,1,0,0,1,142
1784,flat,sidhartha ncr greens,sector 95,0.96,6202.0,3,3,3,8.0,New Property,1720.0,0,0,1,1,0,1,8
1785,flat,dlf regal gardens,sector 90,1.27,5498.0,3,3,3+,2.0,Relatively New,1500.0,0,0,0,0,1,1,72
1786,flat,smart world gems,sector 89,1.01,9157.0,2,2,2,4.0,Under Construction,1226.0,1,0,0,0,0,1,38
1787,house,independent,sector 105,1.3,11556.0,3,3,1,1.0,Moderately Old,1125.0,0,0,0,0,0,1,0
1788,flat,signature global solera,sector 107,0.5,7752.0,3,2,2,6.0,Relatively New,717.0,0,0,0,0,1,1,15
1789,flat,shree vardhman flora,sector 90,1.27,4951.0,4,5,2,9.0,New Property,2248.0,1,1,0,0,0,1,83
1790,flat,lotus elise,sector 99,0.95,6552.0,2,3,3,7.0,Relatively New,1611.0,0,1,0,0,0,1,0
1792,flat,godrej summit,sector 104,1.16,6388.0,3,4,3+,8.0,Relatively New,2018.0,0,1,0,0,0,2,96
1793,flat,bestech park view residency,sector 2,1.4,7865.0,3,3,3+,8.0,Moderately Old,1611.0,0,0,0,0,0,1,92
1794,flat,pareena coban residences,sector 99a,1.02,8793.0,2,2,3,3.0,Relatively New,1430.0,1,0,0,0,0,1,174
1795,flat,breez global hill view,sohna road,0.42,7179.0,2,2,1,18.0,Relatively New,650.0,0,0,0,0,0,1,44
1797,flat,experion the heartsong,sector 108,0.98,13351.0,2,3,3,12.0,Relatively New,978.223232,1,1,1,1,0,1,31
1798,house,independent,sector 12,1.0,8230.0,3,7,3+,3.0,Moderately Old,3750.0,0,0,1,1,0,1,7
1799,flat,godrej air,sector 85,1.83,10005.0,3,3,3+,18.0,Under Construction,2032.0,0,0,0,0,0,1,110
1800,flat,dlf ridgewood estate,sector 28,2.0,14599.0,3,3,1,12.0,Old Property,1240.0,0,0,0,0,0,2,96
1801,house,independent,sector 46,2.25,2723.0,4,3,3,3.0,Relatively New,90.0,1,0,0,0,0,2,35
1802,flat,umang winter hills,sector 77,1.0,7502.0,2,2,2,3.0,New Property,1489.0,0,0,0,0,0,1,74
1803,house,independent,sector 11,1.35,3857.0,10,6,3+,3.0,Old Property,3500.0,0,0,0,0,0,1,0
1804,flat,the lions cghs,sector 56,2.05,7885.0,4,4,3+,7.0,Old Property,2600.0,0,0,1,0,0,2,120
1805,flat,hcbs sports ville,sohna road,0.25,4167.0,1,1,1,12.0,Relatively New,600.0,0,0,0,0,0,1,37
1806,flat,ss the leaf,sector 85,1.85,6579.0,4,5,3+,1.0,Relatively New,2545.0,0,0,0,0,0,1,95
1807,flat,nagata group housing society,sector 1,0.85,3696.0,3,3,3+,4.0,Relatively New,2081.0,0,1,0,0,0,1,5
1808,flat,tata primanti,sector 72,4.0,13769.0,4,5,3+,9.0,Relatively New,2800.0,0,1,0,0,0,2,165
1809,flat,aipl zen residences,sector 70a,1.4,11094.0,2,2,2,16.0,Relatively New,1262.0,0,0,0,0,0,1,0
1811,flat,m3m woodshire,sector 107,0.9,6589.0,2,2,3+,4.0,Relatively New,1236.0,0,0,0,0,0,1,21
1812,flat,sare green parc,sector 92,0.85,6538.0,3,2,2,20.0,Relatively New,1300.0,0,0,0,0,0,1,0
1813,flat,ats tourmaline,sector 109,1.65,7674.0,3,3,3+,16.0,Relatively New,1946.0,0,1,0,0,0,2,49
1814,flat,ansal housing highland park,sector 103,1.25,6443.0,3,3,3+,2.0,New Property,1464.0,0,0,0,1,0,1,105
1815,flat,godrej oasis,sector 88a,0.95,7269.0,2,2,2,6.0,Relatively New,1452.0,0,0,0,0,0,1,79
1816,flat,dlf beverly park,sector 25,8.0,15385.0,5,5,3+,2.0,Old Property,5778.0,1,1,0,1,1,0,26
1817,flat,sobha city,sector 108,3.75,14940.0,3,3,2,16.0,New Property,2120.0,0,1,0,0,0,1,77
1818,flat,shree vardhman victoria,sector 70,1.07,7926.0,2,2,3,8.0,Relatively New,1222.0,1,0,0,0,0,1,108
1819,flat,aipl the peaceful homes,sector 70a,2.52,10723.0,3,4,3,8.0,Relatively New,2127.0,0,1,0,0,0,1,174
1820,flat,ss the leaf,sector 85,1.93,8075.0,3,4,3,7.0,Relatively New,2400.0,0,1,0,0,0,1,174
1821,flat,ambience creacions,sector 22,2.79,15000.0,3,3,3,13.0,New Property,1860.0,0,0,0,0,0,0,158
1822,flat,sbr apartment,manesar,0.68,4456.0,3,3,3,2.0,Moderately Old,1526.0,0,0,0,0,0,1,0
1823,house,independent,sector 2,5.0,15385.0,6,6,2,1.0,Moderately Old,3611.0,0,0,0,0,0,1,0
1824,flat,vatika gurgaon,sector 83,0.95,6574.0,2,2,3,5.0,Relatively New,1300.0,0,0,0,0,0,2,96
1825,flat,mrg skyline,sector 106,1.82,13392.0,3,2,2,4.0,Relatively New,1359.0,0,0,0,0,0,1,0
1826,flat,m3m skywalk,sector 74,1.54,10815.0,2,2,3+,15.0,Relatively New,1200.0,0,0,0,0,1,1,137
1827,flat,greenopolis,sector 89,0.9,4700.0,3,3,0,14.0,Under Construction,1910.0,0,0,0,0,0,1,67
1828,flat,emaar palm gardens,sector 83,1.38,8023.0,3,3,3,5.0,Relatively New,1350.0,0,1,0,0,0,2,8
1829,flat,godrej summit,sector 104,1.35,5000.0,4,5,3+,0.0,Relatively New,3000.0,1,1,1,1,0,1,112
1830,flat,tashee capital gateway,sector 111,0.96,6500.0,2,2,1,4.0,Under Construction,1338.0,1,0,0,0,0,1,53
1831,flat,godrej summit,sector 104,0.75,5910.0,2,2,3,6.0,Relatively New,1148.0,0,0,0,0,1,1,79
1832,flat,emaar palm gardens,sector 83,1.72,9053.0,3,3,3,4.0,Relatively New,1600.0,0,1,0,0,0,2,165
1833,flat,signature global solera,sector 107,0.38,6333.0,2,2,2,3.0,Relatively New,627.0,0,0,0,0,0,0,23
1834,flat,hsiidc sidco aravali,manesar,0.9,3478.0,3,3,3+,8.0,Moderately Old,1900.0,0,1,0,0,0,1,23
1835,flat,godrej aria,sector 79,0.96,13296.0,2,2,3,8.0,Relatively New,1012.0,0,0,0,0,0,1,49
1836,flat,m3m woodshire,sector 107,1.49,6311.0,3,4,3+,5.0,Relatively New,2137.0,0,1,1,0,0,2,174
1837,flat,shree vardhman victoria,sector 70,1.6,8205.0,3,3,3,10.0,Relatively New,1527.0,1,1,0,1,1,1,43
1838,flat,conscient heritage max,sector 102,3.0,10490.0,4,4,3+,7.0,Relatively New,3178.0,0,0,0,0,1,2,65
1840,flat,m3m sierra 68,sector 68,1.13,9076.0,2,2,3,9.0,Relatively New,1130.0,0,0,0,0,0,2,149
1841,flat,sbr minda sec 1 imt manesar,manesar,0.65,4260.0,3,2,3+,6.0,Moderately Old,1696.0,0,0,0,0,0,1,5
1842,flat,ireo victory valley,sector 67,3.05,12650.0,3,3,3+,21.0,Relatively New,2029.0,0,1,0,0,0,2,157
1843,flat,friends apartment,sector 52,2.0,8511.0,4,3,3,5.0,Moderately Old,2091.0,0,1,0,0,0,0,111
1844,flat,sobha city,sector 108,2.9,14478.0,3,4,2,8.0,New Property,2003.0,0,0,0,0,0,1,109
1845,house,independent,sector 25,10.5,29022.0,5,5,3,3.0,Moderately Old,3618.0,1,1,0,1,0,1,42
1846,flat,tulip petals,sector 89,1.55,10000.0,3,2,3,6.0,Moderately Old,1403.0,0,0,1,0,0,2,111
1847,flat,shri ram apartments,sector 4,0.32,3368.0,2,2,1,4.0,Relatively New,1056.0,0,0,0,0,0,2,7
1848,flat,sidhartha ncr one phase,sector 95,0.46,4646.0,2,2,0,6.0,New Property,990.0,0,0,0,0,0,1,0
1849,flat,mapsko mount ville,sector 79,1.2,13841.0,3,3,3,18.0,Relatively New,1165.0,1,0,0,1,0,2,160
1850,flat,conscient one,sector 109,1.7,17617.0,1,1,2,9.0,Relatively New,965.0,0,0,0,0,0,1,0
1851,house,independent,sector 47,0.99,17188.0,1,4,3,4.0,Relatively New,576.0,0,0,0,0,0,1,13
1852,flat,silverglades hightown residences,sector 43,4.2,19765.0,3,4,2,7.0,Under Construction,2125.0,0,0,0,0,0,1,42
1853,flat,experion windchants,sector 112,3.0,11538.0,3,3,2,2.0,Relatively New,2600.0,0,0,0,0,1,2,49
1854,house,ss aaron ville,sector 49,6.75,19737.0,5,4,2,2.0,Old Property,3420.0,1,1,1,0,0,1,78
1855,flat,emaar mgf palm hills,sector 77,1.25,8621.0,3,4,3,1.0,Relatively New,1611.0,0,1,0,0,0,2,104
1856,flat,ss the leaf,sector 85,1.99,8660.0,3,4,3+,17.0,Relatively New,2398.0,0,1,0,0,0,2,174
1857,flat,experion the heartsong,sector 108,1.68,8387.0,3,3,3+,4.0,Relatively New,1338.29,1,1,0,0,0,2,86
1858,flat,eldeco accolade,sohna road,0.78,6171.0,2,2,2,3.0,Relatively New,1144.0,0,0,0,0,0,1,72
1859,flat,alpha corp gurgaonone,sector 84,1.49,7590.0,3,3,3,6.0,Relatively New,1833.0,0,1,0,0,0,1,28
1860,flat,unitech greenwood city,sector 45,2.4,12346.0,3,3,2,1.0,New Property,195.0,0,1,0,0,0,2,19
1861,flat,emaar mgf emerald floors premier,sector 65,2.9,14684.0,4,4,0,0.0,Relatively New,2194.0,0,0,1,0,0,1,50
1862,flat,experion the heartsong,sector 108,2.29,8240.0,4,5,3+,8.0,Relatively New,2779.0,0,1,0,0,0,1,95
1863,flat,emaar mgf emerald floors premier,sector 65,2.4,14545.0,3,3,3,3.0,Relatively New,1600.0,1,1,0,0,0,2,49
1864,flat,trisara our homes 3,sohna road,0.34,5405.0,2,2,1,0.0,New Property,699.0,0,0,0,0,0,1,0
1865,flat,imperia the esfera,sector 37c,0.86,4886.0,3,3,2,0.0,New Property,1593.0,0,0,0,0,1,1,35
1866,flat,pioneer park,sector 61,1.6,11594.0,2,2,2,21.0,Relatively New,1533.0,0,1,0,0,0,1,105
1867,flat,vatika xpressions,sector 88b,1.1,8148.0,2,4,3+,2.0,Under Construction,1350.0,1,0,0,0,0,1,58
1868,flat,ireo skyon,sector 60,3.05,12788.0,3,3,3,9.0,Relatively New,2300.0,0,1,0,0,0,2,165
1869,flat,signature andour heights,sector 71,0.6,10000.0,2,2,1,5.0,Relatively New,557.0,0,0,0,1,0,1,59
1870,house,vipul tatvam villa,sector 48,8.5,21250.0,4,5,3+,2.0,Moderately Old,4000.0,1,1,0,1,1,2,49
1871,house,independent,sector 9,3.5,13410.0,9,9,3+,3.0,Relatively New,2610.0,1,0,0,0,0,1,23
1872,flat,indiabulls enigma,sector 110,3.6,10588.0,4,5,3,7.0,Relatively New,3077.0,0,1,0,0,0,1,165
1873,house,sector 15 part 2 rwa,sector 15,10.0,22222.0,5,5,2,2.0,Old Property,4518.0,0,0,0,0,0,1,49
1874,flat,shree vardhman victoria,sector 70,1.6,8205.0,3,5,3,6.0,Relatively New,2167.0,0,1,0,0,0,1,174
1875,house,independent,sector 10a,1.7,18889.0,2,1,2,2.0,Old Property,900.0,0,0,0,0,1,1,8
1876,house,mian wali,sector 12,1.7,9444.0,1,1,1,1.0,Old Property,1800.0,0,1,0,0,0,1,7
1877,flat,dlf the ultima,sector 81,2.35,11175.0,3,3,3+,14.0,Relatively New,1550.0,1,1,0,1,1,0,49
1878,house,international city by sobha phase 2,sector 109,7.0,12963.0,5,6,2,2.0,Relatively New,5400.0,0,1,0,0,0,1,154
1879,flat,ramsons kshitij,sector 95,0.19,591.0,1,1,1,14.0,Relatively New,3569.0,0,0,0,0,0,1,49
1880,flat,adani brahma samsara vilasa,sector 63,3.35,16470.0,3,3,3+,3.0,New Property,2034.0,0,0,0,0,0,2,16
1881,flat,spaze privy,sector 72,3.1,6693.0,4,5,3+,8.0,Moderately Old,3374.0,1,1,1,1,0,1,136
1882,flat,paras dews,sector 106,1.1,9735.0,3,4,3+,8.0,Relatively New,1186.0,0,1,0,0,0,2,174
1883,house,dlf city plots,sector 26,4.0,4531.0,4,3,2,2.0,Relatively New,8829.0,0,0,0,0,0,2,0
1884,flat,adani m2k oyster grande,sector 102,2.5,7817.0,4,5,3+,10.0,Relatively New,2600.0,0,1,0,1,0,2,174
1885,flat,orchid petals,sector 49,2.09,11579.0,3,3,3,0.0,Relatively New,1633.0,0,0,0,0,0,1,49
1886,flat,orchid petals,sector 49,2.35,11559.0,3,3,3,15.0,Relatively New,2030.0,0,0,0,0,1,1,49
1887,flat,signature global park,sohna road,0.67,5537.0,2,2,3,4.0,Relatively New,1095.0,0,0,0,1,0,1,127
1889,flat,m3m heights,sector 65,1.9,14996.0,2,2,3,4.0,Under Construction,1141.0,0,0,0,0,0,1,54
1890,flat,signature global park,sohna road,0.7,6071.0,3,3,3,2.0,Relatively New,1281.0,0,0,0,1,0,1,152
1891,flat,ild greens,sector 37c,0.78,5714.0,2,2,3,1.0,Moderately Old,1068.1,0,0,0,0,0,2,103
1892,house,eros rosewood city,sector 49,3.75,22046.0,3,3,1,2.0,Old Property,1701.0,0,0,0,1,0,2,6
1893,flat,godrej habitat,sector 3,1.35,12784.0,2,2,0,4.0,Old Property,1056.0,0,0,0,0,0,1,60
1894,flat,krrish provence estate,gwal pahari,5.5,9483.0,4,5,3+,11.0,New Property,5249.0,1,1,0,1,0,1,151
1895,flat,ireo uptown,sector 66,1.85,12568.0,2,3,3,16.0,Relatively New,1470.0,0,1,0,0,1,2,79
1896,flat,godrej aria,sector 79,0.95,6552.0,2,2,3,5.0,Relatively New,1611.0,0,0,0,0,0,2,174
1897,flat,kendriya vihar,sector 56,0.47,7769.0,1,1,1,3.0,Old Property,672.0,0,0,0,0,0,2,52
1898,flat,m3m heights,sector 65,1.99,15794.0,2,2,2,26.0,Under Construction,1140.0,0,0,0,0,0,1,48
1899,flat,corona optus,sector 37c,1.25,7090.0,3,3,3,4.0,Relatively New,1350.0,0,0,0,0,1,1,49
1900,flat,umang winter hills,sector 77,0.75,5589.0,2,2,2,8.0,Relatively New,1140.0,0,0,1,0,0,2,102
1901,house,birla navya,sector 63a,3.85,15437.0,3,3,3+,4.0,New Property,2771.0,0,1,0,0,0,2,160
1902,flat,shree vardhman flora,sector 90,0.96,5120.0,3,4,3,3.0,New Property,1697.0,0,1,0,0,0,1,106
1903,flat,sunischit apartments,sector 54,1.69,7953.0,3,3,3+,5.0,Old Property,1991.0,0,1,0,0,0,2,65
1904,flat,godrej oasis,sector 88a,1.45,8082.0,3,3,3,12.0,Relatively New,1993.0,0,0,0,0,0,1,49
1905,house,international city by sobha phase 2,sector 109,6.25,11574.0,4,4,3+,2.0,Relatively New,5400.0,0,1,0,0,0,1,138
1906,flat,g l s arawali homes,sohna road,0.26,4514.0,2,2,2,1.0,Moderately Old,521.0,0,0,0,0,0,1,0
1907,flat,ats triumph,sector 104,1.73,7555.0,3,4,3+,15.0,Relatively New,2072.0,0,1,0,0,0,1,159
1908,flat,central park resort belgravia residences,sector 48,6.25,24300.0,3,5,3+,5.0,Moderately Old,3200.0,0,1,0,0,0,2,49
1909,flat,m3m capital,sector 113,2.87,12489.0,4,4,3+,3.0,Under Construction,2553.0,0,1,0,0,0,1,65
1910,flat,puri diplomatic greens,sector 111,2.65,13590.0,3,4,2,7.0,Relatively New,2086.0,0,1,0,0,0,2,159
1911,flat,ambience creacions,sector 22,1.65,11957.0,2,2,2,9.0,Relatively New,1200.0,0,0,0,1,1,0,133
1912,flat,dlf regal gardens,sector 90,1.2,6838.0,3,3,3+,15.0,Relatively New,1572.0,0,0,0,0,0,1,118
1913,house,independent,sector 14,5.0,22222.0,3,3,3,1.0,Moderately Old,2250.0,0,0,0,0,0,1,25
1915,flat,tata primanti,sector 72,3.19,12152.0,4,5,3+,20.0,Relatively New,2376.0,0,1,0,0,0,2,159
1916,flat,dlf the ultima,sector 81,2.3,14375.0,3,4,3+,18.0,Relatively New,1854.0,0,1,0,0,0,0,174
1917,flat,dlf the ultima,sector 81,2.3,14603.0,3,4,3+,27.0,Relatively New,1825.0,0,1,0,0,0,2,119
1918,flat,dlf new town heights,sector 90,1.75,5721.0,4,4,3+,17.0,Relatively New,2468.0,0,1,0,1,0,1,88
1919,flat,uphaar homes,sector 105,0.45,4737.0,3,2,1,1.0,Relatively New,1056.0,0,0,0,0,0,2,44
1920,flat,orchid petals,sector 49,2.55,12319.0,3,4,3,8.0,Relatively New,2060.0,1,0,0,0,0,2,49
1921,flat,belgravia resort residences,sector 48,3.45,18459.0,3,3,3,14.0,Moderately Old,1869.0,0,0,0,0,0,1,0
1922,flat,signature signum 95a,sector 95,0.4,7782.0,2,2,2,3.0,New Property,571.0,0,0,0,0,0,1,44
1923,flat,dlf the ultima,sector 81,2.21,10366.0,3,3,3+,3.0,Relatively New,1881.0,0,1,0,0,0,0,149
1924,flat,hero homes,dwarka expressway,1.6,7824.0,3,3,3,1.0,New Property,1529.0,0,0,0,0,0,1,49
1925,house,independent,sector 4,0.6,11696.0,3,3,1,2.0,Old Property,57.0,0,0,0,0,1,1,0
1927,flat,godrej,sector 33,0.95,6859.0,2,2,3+,3.0,Under Construction,1253.0,0,0,0,0,0,1,0
1928,house,dlf new town heights,sector 86,2.5,7827.0,4,5,3+,4.0,Moderately Old,3194.0,0,1,0,1,1,2,49
1929,flat,shapoorji pallonji joyville gurugram,sector 102,1.77,9195.0,3,3,3,1.0,Relatively New,1653.0,0,0,0,0,0,1,151
1930,flat,tulip ivory,sector 70,2.0,8333.0,4,5,3+,7.0,Moderately Old,2169.0,0,1,0,0,0,2,174
1931,flat,sobha city,sector 108,4.1,23402.0,4,5,3,25.0,New Property,2343.0,1,1,0,0,0,0,97
1932,flat,mapsko mount ville,sector 79,1.85,9640.0,3,4,3,21.0,New Property,1643.0,0,1,0,1,0,1,49
1933,flat,sidhartha ncr one phase,sector 95,0.56,4106.0,2,2,2,10.0,Relatively New,1234.0,0,0,0,0,0,2,60
1934,flat,the close north,sector 50,3.0,11516.0,3,3,3+,14.0,Old Property,2357.0,0,1,0,0,0,2,121
1935,flat,pareena laxmi apartments,sector 99a,0.32,5517.0,2,2,1,2.0,New Property,577.0,0,0,0,0,0,1,43
1937,flat,pareena coban residences,sector 99a,1.56,7812.0,3,5,3,4.0,New Property,1807.0,0,1,0,0,1,1,49
1940,flat,godrej,sector 79,2.5,11141.0,3,3,3+,5.0,Relatively New,2244.0,0,0,0,0,0,1,0
1941,flat,city shri ram apartments 1,sector 110,0.22,3667.0,2,1,1,1.0,Relatively New,543.0,0,0,0,0,0,1,0
1942,flat,gls arawali homes,sohna road,0.3,4688.0,2,2,2,4.0,Relatively New,711.0,0,0,0,0,0,1,42
1943,flat,m3m soulitude,sector 89,1.25,8784.0,3,3,3,3.0,New Property,1288.0,1,0,0,0,1,1,61
1944,house,dlf city plots,sector 26,13.5,29880.0,5,5,3,2.0,Old Property,4518.0,1,1,1,1,0,2,110
1945,house,dlf new town heights,sector 91,2.5,7058.0,4,4,3+,3.0,Moderately Old,3400.0,1,1,1,1,0,2,80
1947,house,independent,sector 43,6.5,35403.0,5,4,3+,3.0,Moderately Old,1836.0,0,1,0,1,0,2,54
1948,flat,dlf exclusive floors,sector 43,2.35,14242.0,3,3,2,1.0,Old Property,1527.0,0,0,1,0,0,2,102
1949,flat,parsvnath exotica,sector 53,5.0,17241.0,3,4,3,7.0,Old Property,3222.0,0,1,0,0,0,2,24
1950,flat,la vida by tata housing,sector 113,2.35,10600.0,3,3,3,11.0,New Property,2210.0,0,1,0,0,0,1,174
1951,house,independent,sector 7,0.9,10000.0,2,4,3,3.0,Old Property,900.0,0,1,0,0,1,2,44
1952,flat,emaar palm gardens,sector 83,1.35,12329.0,3,3,3,7.0,Relatively New,1387.0,0,1,0,0,0,1,24
1954,flat,shree vardhman victoria,sector 70,1.8,9231.0,3,4,3,2.0,New Property,1527.0,0,1,0,0,1,1,45
1955,flat,conscient heritage max,sector 102,2.15,9307.0,3,4,3,13.0,Relatively New,1945.0,1,1,0,0,0,1,101
1956,flat,dlf icon,sector 43,5.8,20707.0,4,4,3+,18.0,Old Property,2801.0,0,0,0,0,0,1,0
1957,house,independent,sector 57,4.7,21759.0,3,3,2,2.0,Old Property,2160.0,0,1,0,0,1,1,43
1958,flat,supertech hues,sector 68,0.9,7627.0,2,2,2,1.0,New Property,1311.0,0,0,0,0,0,1,44
1959,flat,zara aavaas,sector 104,0.4,7030.0,2,2,1,4.0,Relatively New,514.0,0,0,0,0,0,1,52
1960,flat,ats tourmaline,sector 109,1.72,8000.0,3,4,3+,7.0,Relatively New,1797.0,0,1,0,0,0,1,167
1961,house,not applicable,sector 4,0.4,9259.0,1,1,1,1.0,Moderately Old,432.0,0,0,0,0,0,1,0
1962,flat,bestech park view sanskruti,sector 92,1.55,7769.0,3,4,3,8.0,Relatively New,1805.0,0,1,0,0,0,1,49
1963,house,nirvana cedar crest,sector 50,3.99,8867.0,4,5,3+,4.0,New Property,4500.0,0,1,0,1,0,2,112
1964,flat,bestech park view grand spa,sector 81,2.3,8647.0,3,4,3+,7.0,Relatively New,2280.0,0,1,0,0,0,2,49
1965,flat,ireo victory valley,sector 67,2.99,11832.0,3,3,3,4.0,Relatively New,2200.0,0,1,0,0,0,2,37
1966,flat,emaar mgf emerald floors premier,sector 65,2.8,16970.0,3,3,2,3.0,Relatively New,1650.0,0,1,0,0,0,1,105
1967,flat,residency grand,sector 52,5.0,9615.0,5,5,3+,2.0,Moderately Old,5200.0,0,0,0,0,0,1,0
1968,flat,ashiana mulberry,sohna road,1.07,6185.0,3,3,3+,7.0,Relatively New,1600.0,0,0,0,0,0,1,167
1969,flat,bestech park view ananda,sector 81,1.45,8735.0,3,2,3+,3.0,Relatively New,1352.0,0,0,0,0,1,1,45
1970,flat,silverglades the melia,sohna road,1.01,6999.0,2,2,3,12.0,Under Construction,1184.0,1,0,0,0,0,1,80
1971,house,dlf alameda,sector 73,17.0,35109.0,5,8,3,3.0,Relatively New,9000.0,1,1,1,1,0,0,87
1972,flat,parsvnath green ville,sector 48,1.6,8377.0,3,3,3,13.0,Old Property,1700.0,0,0,0,0,1,2,119
1973,house,independent,sector 105,0.6,13333.0,3,3,0,3.0,Moderately Old,450.0,0,0,0,0,0,1,0
1975,flat,la vida by tata housing,sector 113,3.05,11338.0,3,4,3,15.0,New Property,2600.0,0,1,0,0,0,1,174
1976,flat,emaar mgf the palm drive,sector 66,3.98,18091.0,3,4,3+,2.0,Moderately Old,2200.0,0,1,0,0,0,2,123
1977,flat,tulip violet,sector 69,1.75,9459.0,3,4,2,0.0,Relatively New,2056.0,0,0,0,0,0,2,174
1978,flat,pioneer urban presidia,sector 62,6.5,14987.0,4,4,3+,3.0,Moderately Old,3925.0,1,0,0,0,0,1,86
1979,flat,tulip violet,sector 69,1.43,9039.0,3,3,2,1.0,Relatively New,1428.0,0,0,0,1,0,1,102
1980,house,bhim nagar society,sector 6,0.4,2500.0,4,2,2,1.0,Moderately Old,1600.0,0,0,0,0,0,1,0
1981,flat,whiteland  the aspen,sector 76,3.5,11917.0,3,4,3,8.0,Under Construction,2937.0,0,0,0,0,0,1,0
1982,flat,emaar imperial gardens,sector 102,1.92,9600.0,3,3,3,12.0,Relatively New,2222.0,1,1,1,1,0,1,95
1983,flat,the new crpf apartments,sector 9a,0.75,5814.0,3,3,3,6.0,Old Property,1433.0,0,0,0,1,0,1,31
1984,flat,breez global heights,sohna road,0.39,4105.0,2,2,2,3.0,Relatively New,720.0,0,0,0,0,0,1,0
1985,flat,signature global park,sohna road,0.54,6331.0,2,2,2,4.0,Relatively New,939.0,0,0,0,1,0,1,159
1986,flat,dlf the ultima,sector 81,2.5,11726.0,3,3,2,20.0,Relatively New,1700.0,0,1,0,0,0,0,174
1987,flat,godrej habitat,sector 3,1.25,8657.0,2,2,3,14.0,Under Construction,1161.0,0,0,0,0,0,1,36
1988,flat,oriental valley chs,sector 9a,1.5,9091.0,4,3,3+,8.0,Relatively New,1833.0,0,0,0,0,0,2,8
1989,flat,emaar gurgaon greens,sector 102,1.52,9212.0,3,3,3,7.0,Relatively New,1315.0,0,1,0,0,0,2,137
1990,flat,vatika gurgaon,sector 83,0.83,6667.0,2,2,2,12.0,Relatively New,1154.0,0,0,0,1,0,1,165
1991,flat,experion the heartsong,sector 108,3.0,18394.0,4,5,3+,2.0,Relatively New,2204.25,0,1,0,0,0,0,149
1992,flat,sare crescent parc,sector 92,0.95,5013.0,4,5,3+,13.0,Relatively New,1895.0,0,0,0,0,0,1,0
1993,flat,pyramid urban homes 2,sector 86,0.5,9690.0,2,2,2,6.0,Old Property,573.0,0,0,0,0,0,1,15
1994,house,independent,sector 46,3.55,24500.0,5,4,3+,3.0,Moderately Old,1449.0,0,1,0,0,0,2,73
1995,flat,housing board colony,sector 51,0.3,4630.0,1,1,0,0.0,Moderately Old,80.0,1,0,0,0,0,1,15
1996,house,independent,sector 57,3.5,21605.0,4,4,3+,3.0,Old Property,1620.0,0,0,1,0,0,2,67
1998,flat,godrej aria,sector 79,1.7,7427.0,3,4,3+,6.0,New Property,1659.0,0,1,0,0,0,1,81
1999,flat,dlf park place,sector 54,4.86,25920.0,3,4,3+,7.0,Relatively New,1875.0,0,1,0,0,0,2,49
2000,flat,sare crescent parc royal greens phase 1,sector 92,0.5,5000.0,2,2,3,2.0,Relatively New,1000.0,0,0,0,0,0,1,0
